1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:17.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:30.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:16.0	8:0.0
1:1.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:16.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:40.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:20.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:40.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:62.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:20.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:30.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:30.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:19.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:23.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:30.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:40.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:20.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:40.0	8:0.0
1:2.0	2:0.0	3:1.0	4:0.0	5:24.0	6:0.0	7:3.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:10.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:10.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:40.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:10.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:20.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:34.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:11.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:17.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:30.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:15.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:19.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:18.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:19.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:13.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:14.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:17.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:20.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:19.0	6:0.0	7:0.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:40.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:20.0	8:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:30.0	6:0.0	7:0.0	8:0.0
